"","Item","Prop","Value"
"7795","Q89930360","P496","""0000-0002-9486-6635"""
"7796","Q89930360","P1153","8752138300"
"7797","Q60994602","P496","""0000-0002-7078-5443"""
"7798","Q60994602","P1153","53364572800"
"7799","Q38324109","P496","""0000-0001-5754-025X"""
"7800","Q38324109","P1153","7202610245"
"7801","Q38324109","P1053","""F-6402-2011"""
"7802","Q89936274","P496","""0000-0003-1401-2937"""
"7803","Q89936274","P1153","35303856800"
"7804","Q110275518","P496","""0000-0001-5526-0318"""
"7805","Q42660069","P496","""0000-0001-9302-5001"""
"7806","Q42660069","P1153","55344799900"
"7807","Q110275519","P496","""0000-0003-1718-0215"""
"7808","Q110275519","P1153","57221090291"
"7809","Q110275521","P1153","7401767110"
"7810","Q56558035","P1153","55473123900"
"7811","Q110275523","P1153","56108660400"
"7812","Q58242984","P496","""0000-0003-2800-1104"""
"7813","Q58242984","P1153","25227785000"
"7814","Q110275524","P1153","55760074300"
"7815","Q37370981","P496","""0000-0003-0775-4975"""
"7816","Q37370981","P1153","35147300800"
"7817","Q37370981","P1053","""L-7163-2013"""
"7818","Q91211584","P496","""0000-0003-0376-8878"""
"7819","Q91211584","P1153","55452521000"
"7820","Q90157243","P496","""0000-0002-9931-3220"""
"7821","Q90157243","P1153","7102989162"
"7822","Q110275527","P496","""0000-0002-4631-3243"""
"7823","Q87888109","P496","""0000-0002-2320-2903"""
"7824","Q87888109","P1153","7003350178"
"7825","Q59165977","P496","""0000-0002-4607-7113"""
"7826","Q59165977","P1153","9747644600"
"7827","Q110275529","P1153","8685495700"
"7828","Q87476513","P496","""0000-0002-2102-7777"""
"7829","Q87476513","P1153","56072355300"
"7830","Q110275530","P1153","8593539200"
"7831","Q92891621","P496","""0000-0001-5341-8804"""
"7832","Q92891621","P1153","56559854100"
"7833","Q57874632","P1153","55530838600"
"7834","Q98227947","P1153","16320195800"
"7835","Q110275533","P1153","57200331747"
"7836","Q42305937","P496","""0000-0002-1701-7111"""
"7837","Q42305937","P1153","14051317700"
"7838","Q42305937","P1053","""I-2086-2019"""
"7839","Q110275534","P496","""0000-0001-7148-3642"""
"7840","Q110275535","P1153","57218373823"
"7841","Q110275536","P1153","57207450373"
"7842","Q42822191","P496","""0000-0001-6084-4887"""
"7843","Q42822191","P1153","8775502000"
"7844","Q110275537","P1153","57223082368"
"7845","Q110275538","P1153","56992563200"
"7846","Q110275539","P496","""0000-0003-1331-8395"""
"7847","Q110275539","P1153","36563040600"
"7848","Q110275541","P496","""0000-0002-6511-4776"""
"7849","Q110275541","P1153","57217850042"
"7850","Q63666255","P496","""0000-0003-2467-4264"""
"7851","Q63666255","P1153","9745573500"
"7852","Q88294044","P496","""0000-0001-8599-5331"""
"7853","Q88294044","P1153","12760589200"
"7854","Q110275542","P496","""0000-0002-6867-615X"""
"7855","Q110275542","P1153","7003424080"
"7856","Q57412863","P496","""0000-0001-7251-1254"""
"7857","Q57412863","P1153","57218476165"
"7858","Q110275544","P1153","37022010700"
"7859","Q57308558","P496","""0000-0002-4815-5840"""
"7860","Q57308558","P1153","55429194100"
"7861","Q57308558","P1053","""A-9155-2017"""
"7862","Q110275545","P1153","7401870040"
"7863","Q110275546","P496","""0000-0003-4472-7415"""
"7864","Q110275546","P1153","55134800200"
"7865","Q59674197","P496","""0000-0002-6306-5333"""
"7866","Q59674197","P1153","53985950000"
"7867","Q74033053","P496","""0000-0003-0573-7944"""
"7868","Q74033053","P1153","23500207800"
"7869","Q48145881","P496","""0000-0002-8661-2221"""
"7870","Q48145881","P1153","24175468900"
"7871","Q48145881","P1053","""Q-4186-2019"""
"7872","Q88608027","P496","""0000-0003-1521-6173"""
"7873","Q88608027","P1153","56390259500"
"7874","Q55705115","P496","""0000-0002-0223-9141"""
"7875","Q55705115","P1153","36195300700"
"7876","Q55705115","P1053","""AAB-4010-2019"""
"7877","Q110275548","P1153","56183443000"
"7878","Q45599339","P496","""0000-0003-2758-7473"""
"7879","Q45599339","P1153","8071089800"
"7880","Q110275551","P1153","56003909800"
"7881","Q110275553","P496","""0000-0003-0592-1397"""
"7882","Q108596251","P1153","56140848400"
"7883","Q110275554","P496","""0000-0002-4465-5872"""
"7884","Q110275554","P1153","57205743821"
"7885","Q110275555","P496","""0000-0001-5243-7042"""
"7886","Q110275555","P1153","57222553837"
"7887","Q110275558","P1153","56948397800"
"7888","Q59672214","P496","""0000-0002-3794-2902"""
"7889","Q59672214","P1153","57190292279"
"7890","Q110275559","P1153","7005952163"
"7891","Q110275560","P1153","57189164699"
"7892","Q57905562","P496","""0000-0001-8036-8814"""
"7893","Q57905562","P1153","57223088947"
"7894","Q55302385","P496","""0000-0001-8645-8335"""
"7895","Q55302385","P1153","57151104500"
"7896","Q110275562","P1153","57190650884"
"7897","Q110275564","P496","""0000-0002-0970-7673"""
"7898","Q110275564","P1153","36994761100"
"7899","Q110275564","P1053","""O-6333-2017"""
"7900","Q58870244","P496","""0000-0003-3851-9951"""
"7901","Q58870244","P1153","55597536700"
"7902","Q50634538","P496","""0000-0002-1883-4690"""
"7903","Q50634538","P1153","55537752000"
"7904","Q50634538","P1053","""C-6823-2011"""
"7905","Q91521142","P496","""0000-0002-4671-8435"""
"7906","Q91521142","P1153","57216248977"
"7907","Q58847221","P496","""0000-0002-0007-4486"""
"7908","Q58847221","P1153","7410085733"
"7909","Q58847221","P1053","""B-9372-2009"""
"7910","Q110275567","P496","""0000-0001-7567-477X"""
"7911","Q110275567","P1153","57193523234"
"7912","Q110275569","P1153","57211365591"
"7913","Q64411786","P496","""0000-0003-4236-5561"""
"7914","Q64411786","P1153","56351807000"
"7915","Q110275570","P1153","25226352200"
"7916","Q110275572","P1153","57213190448"
"7917","Q110275573","P1153","35312897800"
"7918","Q80606724","P496","""0000-0002-8034-0317"""
"7919","Q80606724","P1153","55740112600"
"7920","Q110275574","P1153","26322859900"
"7921","Q110256068","P496","""0000-0001-5481-063X"""
"7922","Q110256068","P1153","55090264900"
"7923","Q89936276","P496","""0000-0001-9695-2054"""
"7924","Q89936276","P1153","6504422176"
"7925","Q57197913","P496","""0000-0002-7301-6076"""
"7926","Q57197913","P1153","7102950474"
"7927","Q57197913","P1053","""A-3774-2008"""
"7928","Q88677636","P496","""0000-0003-3899-6248"""
"7929","Q88677636","P1153","10044902400"
"7930","Q110275575","P1153","23971518800"
"7931","Q92719212","P496","""0000-0002-5972-9918"""
"7932","Q92719212","P1153","49964990400"
"7933","Q92719212","P1053","""A-7844-2015"""
"7934","Q84575318","P496","""0000-0002-3492-1399"""
"7935","Q84575318","P1153","8588642400"
"7936","Q84575318","P1053","""A-5075-2010"""
"7937","Q110275577","P1153","57208386907"
"7938","Q110275578","P496","""0000-0003-2281-4745"""
"7939","Q110275578","P1153","57192382770"
"7940","Q110275579","P1153","57215197494"
"7941","Q89053730","P1153","56657517900"
"7942","Q110275581","P1153","57190012764"
"7943","Q110275583","P496","""0000-0002-9888-0370"""
"7944","Q110275583","P1153","57073940500"
"7945","Q59569530","P496","""0000-0002-7884-4356"""
"7946","Q59569530","P1153","7004570447"
"7947","Q61162846","P496","""0000-0002-8490-9099"""
"7948","Q61162846","P1153","7003852810"
"7949","Q61162846","P1053","""A-8939-2019"""
"7950","Q110275584","P496","""0000-0002-3210-6390"""
"7951","Q110275584","P1153","57194920404"
"7952","Q110275585","P1153","57193720865"
"7953","Q110275586","P1153","56380625400"
"7954","Q110275587","P496","""0000-0002-4722-164X"""
"7955","Q92118776","P496","""0000-0002-7642-2029"""
"7956","Q92118776","P1153","16040739700"
"7957","Q90823647","P496","""0000-0001-5495-1213"""
"7958","Q90823647","P1153","14047599400"
"7959","Q47331710","P496","""0000-0001-9619-1929"""
"7960","Q47331710","P1153","54898262800"
"7961","Q47331710","P1053","""AAD-3410-2020"""
"7962","Q110275588","P496","""0000-0002-9126-7266"""
"7963","Q110275588","P1153","57191838624"
"7964","Q110275589","P1153","57203036539"
"7965","Q110275590","P496","""0000-0002-1522-3499"""
"7966","Q110275590","P1153","57222523110"
"7967","Q82938440","P496","""0000-0001-7178-447X"""
"7968","Q82938440","P1153","7402126994"
"7969","Q61881673","P496","""0000-0003-1990-9217"""
"7970","Q61881673","P1153","55451177900"
"7971","Q62840775","P1153","56535537000"
"7972","Q110275592","P1153","55371752900"
"7973","Q57067776","P496","""0000-0002-7313-5681"""
"7974","Q57067776","P1153","57190843495"
"7975","Q57067776","P1053","""AAA-7907-2020"""
"7976","Q110275596","P496","""0000-0003-3646-036X"""
"7977","Q68777705","P496","""0000-0002-0374-3366"""
"7978","Q68777705","P1153","57204511797"
"7979","Q68777705","P1053","""AAC-2477-2019"""
"7980","Q110275597","P496","""0000-0001-7339-8142"""
"7981","Q110275597","P1153","57195234432"
"7982","Q110275598","P1153","56919162200"
"7983","Q42797663","P496","""0000-0001-5790-069X"""
"7984","Q42797663","P1153","54994308500"
"7985","Q42797663","P1053","""K-2872-2013"""
"7986","Q58086041","P1153","7101749507"
"7987","Q92150594","P496","""0000-0002-7902-6566"""
"7988","Q92150594","P1153","7201856833"
"7989","Q110275599","P496","""0000-0001-8187-7151"""
"7990","Q110275600","P496","""0000-0002-5435-7545"""
"7991","Q110275601","P496","""0000-0002-7271-7452"""
"7992","Q26962787","P496","""0000-0001-6902-8800"""
"7993","Q26962787","P1153","56233038500"
"7994","Q110275603","P496","""0000-0002-2296-9379"""
"7995","Q110275603","P1153","57218439534"
"7996","Q55691025","P496","""0000-0002-2121-912X"""
"7997","Q55691025","P1153","7005108219"
"7998","Q89493903","P496","""0000-0002-6428-9128"""
"7999","Q89493903","P1153","23973917600"
"8000","Q85903746","P496","""0000-0001-9751-4005"""
"8001","Q85903746","P1153","57141484400"
"8002","Q110275604","P1153","57200796384"
"8003","Q16864495","P496","""0000-0001-6337-8535"""
"8004","Q16864495","P1153","55453637800"
"8005","Q110275605","P1153","57209259536"
"8006","Q56939214","P496","""0000-0002-1562-7194"""
"8007","Q56939214","P1153","25648797500"
"8008","Q56939214","P1053","""J-1737-2017"""
"8009","Q110275607","P496","""0000-0003-0304-9179"""
"8010","Q110275607","P1153","56719581600"
"8011","Q110275609","P496","""0000-0001-5942-2898"""
"8012","Q98154477","P496","""0000-0001-8929-0611"""
"8013","Q98154477","P1153","57205214536"
"8014","Q89997986","P496","""0000-0002-2873-5266"""
"8015","Q89997986","P1153","36189539800"
"8016","Q61162758","P496","""0000-0002-7316-6373"""
"8017","Q61162758","P1153","55804207800"
"8018","Q56654460","P496","""0000-0001-6921-4638"""
"8019","Q56654460","P1153","55502559000"
"8020","Q61161796","P496","""0000-0002-1952-8433"""
"8021","Q61161796","P1153","36442872400"
"8022","Q89709592","P496","""0000-0002-4973-8116"""
"8023","Q89709592","P1153","56122232200"
"8024","Q110275610","P1153","23037587200"
"8025","Q86947314","P496","""0000-0002-0608-065X"""
"8026","Q86947314","P1153","57219506254"
"8027","Q86947314","P1053","""C-6765-2009"""
"8028","Q60993650","P496","""0000-0002-4320-2855"""
"8029","Q60993650","P1153","35241180100"
"8030","Q110275611","P1153","55356384700"
"8031","Q110275612","P496","""0000-0002-3989-9709"""
"8032","Q110275613","P1153","57200502746"
"8033","Q110275614","P1153","57190844516"
"8034","Q110275615","P1153","55511352800"
"8035","Q88338672","P496","""0000-0002-2954-9764"""
"8036","Q88338672","P1153","36635031300"
"8037","Q88338672","P1053","""C-8752-2016"""
"8038","Q87875911","P496","""0000-0001-8619-6777"""
"8039","Q87875911","P1153","57195928862"
"8040","Q87875911","P1053","""Q-2556-2019"""
"8041","Q88796502","P496","""0000-0002-5510-3678"""
"8042","Q88796502","P1153","55757464800"
"8043","Q88796502","P1053","""V-7084-2019"""
"8044","Q110275616","P496","""0000-0002-0327-6411"""
"8045","Q110275616","P1153","56387730600"
"8046","Q89216639","P496","""0000-0002-4615-5441"""
"8047","Q89216639","P1153","57191288474"
"8048","Q110275617","P496","""0000-0002-9615-4500"""
"8049","Q110275617","P1153","57205628831"
"8050","Q83015418","P496","""0000-0002-0052-7094"""
"8051","Q83015418","P1153","37119660900"
"8052","Q81957097","P1153","8615492400"
"8053","Q90388628","P496","""0000-0002-3394-2892"""
"8054","Q90388628","P1153","25927652000"
"8055","Q110275618","P1153","55595578400"
"8056","Q64758436","P496","""0000-0003-4825-2867"""
"8057","Q64758436","P1153","55268861400"
"8058","Q110275621","P496","""0000-0003-1130-6825"""
"8059","Q110275621","P1153","55577739700"
"8060","Q110275623","P1153","57188697167"
"8061","Q110275624","P1153","55441398100"
"8062","Q110275626","P496","""0000-0003-0338-6132"""
"8063","Q110275626","P1153","57218864661"
"8064","Q110275627","P1153","55681599900"
"8065","Q90727730","P496","""0000-0002-4408-087X"""
"8066","Q90727730","P1153","55588525000"
"8067","Q90727730","P1053","""X-9176-2019"""
"8068","Q45839447","P496","""0000-0001-7322-4396"""
"8069","Q45839447","P1153","25647090800"
"8070","Q45839447","P1053","""B-8919-2008"""
"8071","Q85850004","P496","""0000-0001-9317-0145"""
"8072","Q85850004","P1153","46462060900"
"8073","Q110275630","P1153","57201530181"
"8074","Q110275631","P1153","47861544600"
"8075","Q110275633","P1153","6603790935"
"8076","Q106854545","P1153","7102918359"
"8077","Q93152829","P496","""0000-0002-9218-9917"""
"8078","Q93152829","P1153","56725232500"
"8079","Q110275634","P496","""0000-0001-5678-2441"""
"8080","Q110275634","P1153","36674289400"
"8081","Q110275636","P1153","57194563225"
"8082","Q100691495","P496","""0000-0003-3839-2292"""
"8083","Q100691495","P1153","57219467594"
"8084","Q110275637","P1153","55651836600"
"8085","Q110275639","P496","""0000-0002-4646-229X"""
"8086","Q110275639","P1153","39462368200"
"8087","Q110275640","P1153","57211245139"
"8088","Q96188071","P496","""0000-0002-6813-836X"""
"8089","Q96188071","P1153","52564598200"
"8090","Q110275641","P496","""0000-0002-0269-2624"""
"8091","Q110275641","P1153","54884588500"
"8092","Q90318179","P496","""0000-0002-0922-7135"""
"8093","Q90318179","P1153","57215830827"
"8094","Q30079932","P496","""0000-0002-7031-414X"""
"8095","Q30079932","P1153","8614357400"
"8096","Q110275643","P1153","57193169022"
"8097","Q110275644","P1153","34874122600"
"8098","Q110275646","P496","""0000-0003-3766-3994"""
"8099","Q110275646","P1153","57210183847"
"8100","Q110275647","P1153","34973442800"
"8101","Q110275648","P1153","56705578800"
"8102","Q110275649","P1153","57209257187"
"8103","Q88303530","P496","""0000-0002-4019-9961"""
"8104","Q88303530","P1153","7403445374"
"8105","Q89579162","P1153","57192804054"
"8106","Q58417617","P496","""0000-0002-1177-9908"""
"8107","Q58417617","P1153","36452514100"
"8108","Q110275651","P1153","57200612712"
"8109","Q110275652","P496","""0000-0002-2711-5882"""
"8110","Q110275652","P1153","55369395500"
"8111","Q110275653","P1153","56015265200"
"8112","Q110275655","P1153","57222505765"
"8113","Q110275656","P496","""0000-0003-3531-3480"""
"8114","Q110275657","P1153","36342106600"
"8115","Q110275658","P496","""0000-0003-2103-2004"""
"8116","Q110275659","P496","""0000-0001-7627-9923"""
"8117","Q110275659","P1153","7405924587"
"8118","Q110275660","P496","""0000-0002-3977-6397"""
"8119","Q110275660","P1153","55335123200"
"8120","Q110275661","P496","""0000-0003-4736-8921"""
"8121","Q110275662","P496","""0000-0002-8952-3056"""
"8122","Q110275662","P1153","57190019253"
"8123","Q110275663","P496","""0000-0002-6777-8197"""
"8124","Q110275663","P1153","57215047376"
"8125","Q110275664","P496","""0000-0002-1101-5588"""
"8126","Q110275664","P1153","57210554592"
"8127","Q110275665","P1153","56143829600"
"8128","Q110275666","P1153","55757394500"
"8129","Q88262055","P496","""0000-0002-7956-5797"""
"8130","Q88262055","P1153","51664383500"
"8131","Q87793192","P496","""0000-0001-6100-9429"""
"8132","Q87793192","P1153","56313153000"
"8133","Q110275667","P1153","56086280700"
"8134","Q86035711","P496","""0000-0003-0975-7520"""
"8135","Q86035711","P1153","56541719600"
"8136","Q86035711","P1053","""F-4706-2015"""
"8137","Q110275668","P1153","56466006900"
"8138","Q110275669","P1153","57193255433"
"8139","Q110275670","P1153","57200119946"
"8140","Q56510289","P496","""0000-0003-1163-9902"""
"8141","Q56510289","P1153","24068082200"
"8142","Q110275671","P496","""0000-0002-6568-6985"""
"8143","Q110275671","P1153","55882229700"
"8144","Q110275672","P1153","14018649700"
"8145","Q110275673","P496","""0000-0002-6070-4849"""
"8146","Q110275673","P1153","57218578985"
"8147","Q110275674","P1153","57188568486"
"8148","Q91965561","P496","""0000-0003-1990-5734"""
"8149","Q91965561","P1153","7006010714"
"8150","Q91965561","P1053","""E-1253-2011"""
"8151","Q80123959","P496","""0000-0003-1757-0205"""
"8152","Q80123959","P1153","55971999400"
"8153","Q80123959","P1053","""AAF-2451-2019"""
"8154","Q110275675","P496","""0000-0003-4700-3033"""
"8155","Q110275675","P1153","57205117123"
"8156","Q110275676","P496","""0000-0002-7515-7104"""
"8157","Q110275676","P1153","57218277751"
"8158","Q101164989","P496","""0000-0001-7300-6081"""
"8159","Q101164989","P1153","56060619300"
"8160","Q101164989","P1053","""J-3883-2019"""
"8161","Q110275677","P1153","6603261697"
"8162","Q110275678","P496","""0000-0002-0664-0872"""
"8163","Q85602405","P496","""0000-0002-8786-2644"""
"8164","Q85602405","P1153","6701828144"
"8165","Q85602405","P1053","""A-2163-2009"""
"8166","Q56102462","P496","""0000-0001-6898-1210"""
"8167","Q56102462","P1153","56123513100"
"8168","Q110275679","P1153","57203568789"
"8169","Q42573808","P1153","55720943400"
"8170","Q110275680","P1153","56190315900"
"8171","Q110275681","P1153","57196385826"
"8172","Q110275682","P1153","56781240300"
"8173","Q110275683","P1153","12760404500"
"8174","Q110275685","P496","""0000-0003-1821-750X"""
"8175","Q110275685","P1153","57195468895"
